物品ID,物品名称,显示名称,品质,分类,标签,描述,口径,最大堆叠,默认堆叠,单价,可堆叠,可使用,重量,耐久度
921,HelmatLV5StormProtection,空间防护头盔最终版,7,Helmat,Helmat;Equipment;Special;Repairable,J-lab空间防护头盔反复迭代后的最终产品。在保证原有抵抗风暴的性能同时，大幅提高了其防护性能与空间伤害的防护能力。,,1,1,4060,否,否,3.10,85
922,Cartridge_Snake,蛇形武装,4,MiniGame,MiniGame;Cartridge;Special,游戏卡带：蛇形武装，听说这游戏在蒸发平台上有97%的好评！但总感觉这个“形”有点不太对劲。,,1,1,4321,否,否,0.15,0
923,FutureConsole,未来主机,6,MiniGame,MiniGame;GamingConsole;Special,未来主机Future Console，好像只能渲染2D游戏。,,1,1,10679,否,否,0.70,0
924,GameTable,*Item_GameTable*,999,MiniGame,MiniGame;Special,*Item_GameTable_Desc*,,1,1,0,否,否,0.00,0
925,MonochromeMonitor,黑白显示器,3,MiniGame,MiniGame;Monitor;Special,只能显示黑白内容的显示器。,,1,1,1688,否,否,5.80,0
926,AcceleratorCard,加速卡,0,MiniGame,MiniGame;Special,可以让未来主机渲染3D画面。,,1,1,0,否,否,0.00,0
927,Cartridge_BubblePop,碳酸危鸭,4,MiniGame,MiniGame;Cartridge;Special,游戏卡带：碳酸危鸭，游戏名字的灵感来源于J-lab的那些实验体。,,1,1,6543,否,否,0.15,0
928,Cartridge_FactoryPanicShock,*Item_Cartridge_FactoryPanicShock*,999,MiniGame,MiniGame;Cartridge;Special,*Item_Cartridge_FactoryPanicShock_Desc*,,1,1,7654,否,否,0.15,0
929,Cartridge_GoldMiner,鸭鸭矿工,4,MiniGame,MiniGame;Cartridge;Special,游戏卡带：鸭鸭矿工，这下挖矿不需要显卡了。,,1,1,5432,否,否,0.15,0
930,ColorMonitor,彩色显示器,5,MiniGame,MiniGame;Monitor;Special,可以显示彩色内容的显示器。,,1,1,7688,否,否,6.10,0
931,EGun_Magic_Ring_Mushroom,???,9,Weapon,Weapon;Gun;DestroyOnLootBox,???,Enemy,1,1,284,否,否,4.00,50
932,Stone,小石头,1,Tool,Tool;Daily,可以发出声响，吸引敌人。,,12,4,10,是,否,0.10,0
933,ToxGrenade,毒雾弹,4,Explosive,Explosive,可以放出毒烟，在烟雾中会中毒，受到持续伤害。,,1,1,680,否,否,0.53,0
934,Helmat_Soda_battery1,*Item_Helmat_Soda_battery1*,93,Helmat,Helmat;Equipment;Repairable,*Item_Helmat_Soda_battery1_Desc*,,1,1,1183,否,否,1.75,65
935,Helmat_Soda_battery2,*Item_Helmat_Soda_battery2*,94,Helmat,Helmat;Equipment;Repairable,*Item_Helmat_Soda_battery2_Desc*,,1,1,2551,否,否,3.10,75
936,Helmat_Soda_Bucket,罐子头盔,92,Helmat,Helmat;Equipment;Repairable,非常硬的头盔，但是戴上就看不见了，也挡不了几颗子弹。,,1,1,685,否,否,0.80,5
937,Helmat_Soda_Displayer,*Item_Helmat_Soda_Displayer*,94,Helmat,Helmat;Equipment;Repairable,*Item_Helmat_Soda_Displayer_Desc*,,1,1,5866,否,否,3.90,65
938,Shit,粑粑,1,Shit,Shit,臭臭的，但好像有东西喜欢这个。,,5,1,10,是,是,0.20,0
939,Shit_Fly,粑粑,99,Special,Special;DestroyOnLootBox,臭臭的，但好像有东西喜欢这个。,,1,1,580,否,否,0.10,0
940,Shit_FlyBoss,粑粑,99,Special,Special;DestroyOnLootBox,臭臭的，但好像有东西喜欢这个。,,1,1,580,否,否,0.10,0
941,FireGrenade,燃烧弹,4,Explosive,Explosive,内部装满了燃料，可以点燃地面。,,1,1,680,否,否,0.53,0
942,ElecGrenade,电击手雷,4,Explosive,Explosive,储存着电力的强力手雷，能造成无视护甲的电属性伤害，对机械类敌人特别有效。,,1,1,780,否,否,0.53,0
943,Poop_ShitGun_Poison,噗噗枪,9,Weapon,Weapon;Gun;GunType_PST;Special;Repairable,蝇蝇队员携带的枪，使用的子弹有些特殊。,Poop,1,1,4125,否,否,0.52,100
944,Bullet_Poop_Normal,粑粑弹,9,Bullet,Bullet,将屎分成了小份，这样就能塞进枪里了。,Poop,200,30,1,是,否,0.02,0
945,Backpack_Fly_Wing,蝇蝇翅膀,4,Backpack,Backpack;Equipment;Special;Repairable,蝇蝇队所用的背包，重量相当轻，还能大幅提高负重能力，就是空间相当小。,,1,1,1236,否,否,0.35,0
946,Poop_ShotShitGun_Poison,噗噗喷,9,Weapon,Weapon;Gun;GunType_SHT;Special;Repairable,蝇蝇队长携带的枪，使用的子弹有些特殊。,Poop,1,1,6630,否,否,2.64,100
947,Totem_Armor 3,图腾:甲胄 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,极大提高防护属性，但受到的属性伤害也会提高。,,1,1,6000,否,否,0.30,0
948,Totem_Attack 2,图腾:攻击 II,999,Totem,Totem;DontDropOnDeadInSlot,造成的基础伤害提高。,,1,1,2000,否,否,0.30,0
949,Totem_Attack 3,图腾:攻击 Ⅲ,999,Totem,Totem;DontDropOnDeadInSlot,造成的基础伤害大幅提高，但对枪械的后坐力控制下降。,,1,1,6000,否,否,0.30,0
950,Totem_Attack,图腾:攻击 I,999,Totem,Totem;DontDropOnDeadInSlot,造成的基础伤害小幅提高。,,1,1,350,否,否,0.30,0
951,Totem_ElecResist 3,图腾:抗电 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,免疫触电并略微降低受到的电属性伤害。,,1,1,6000,否,否,0.30,0
952,Totem_FinalDash 2,图腾：马拉松 Ⅱ,3,Totem,Totem;DontDropOnDeadInSlot,减少耐力消耗。,,1,1,2000,否,否,0.30,0
953,Totem_FinalDash 3,图腾：马拉松 Ⅲ,4,Totem,Totem;DontDropOnDeadInSlot,大幅减少耐力消耗。,,1,1,3500,否,否,0.30,0
954,Totem_FireResist 2,图腾:抗火 Ⅱ,4,Totem,Totem;DontDropOnDeadInSlot,免疫点燃。,,1,1,3500,否,否,0.30,0
955,Totem_FireResist 3,图腾:抗火 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,免疫点燃并略微降低受到的火属性伤害。,,1,1,6000,否,否,0.30,0
956,Totem_FireResist,图腾:抗火 Ⅰ,3,Totem,Totem;DontDropOnDeadInSlot,降低受到的火属性伤害。,,1,1,2000,否,否,0.30,0
957,Totem_GunDamage 3,图腾:进击 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,巨幅提高枪械的伤害，但会降低枪械的射程。,,1,1,6000,否,否,0.30,0
958,Totem_Healing 2,图腾:恢复 Ⅱ,3,Totem,Totem;DontDropOnDeadInSlot,若10秒内未受到伤害，缓慢中幅回复生命值。,,1,1,2000,否,否,0.30,0
959,Totem_Healing 3,图腾:恢复 Ⅲ,4,Totem,Totem;DontDropOnDeadInSlot,若10秒内未受到伤害，缓慢大幅回复生命值，但水分和能量的消耗速度会提高。,,1,1,3500,否,否,0.30,0
960,Totem_Healing,图腾:恢复 Ⅰ,2,Totem,Totem;DontDropOnDeadInSlot,若10秒内未受到伤害，缓慢小幅回复生命值。,,1,1,1000,否,否,0.30,0
961,Totem_MaxHealth 2,图腾:生命 Ⅱ,2,Totem,Totem;DontDropOnDeadInSlot,中幅提高最大生命值。,,1,1,1000,否,否,0.30,0
962,Totem_MaxHealth 3,图腾:生命 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,巨幅提高最大生命值，但移动速度会略微下降。,,1,1,6000,否,否,0.30,0
963,Totem_MaxHealth,图腾:生命 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,小幅提高最大生命值。,,1,1,350,否,否,0.30,0
964,Totem_Ninja 3,图腾:忍者 Ⅲ,3,Totem,Totem;DontDropOnDeadInSlot,大幅降低奔跑时的声音传播距离。,,1,1,2000,否,否,0.30,0
965,Totem_PhysicResist 2,图腾:抗物 Ⅱ,4,Totem,Totem;DontDropOnDeadInSlot,降低受到的物理伤害。,,1,1,3500,否,否,0.30,0
966,Totem_PhysicResist 3,图腾:抗物 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,免疫流血并小幅降低受到的物理伤害。,,1,1,6000,否,否,0.30,0
967,Totem_PoisonResist 2,图腾:抗毒 Ⅱ,4,Totem,Totem;DontDropOnDeadInSlot,免疫中毒。,,1,1,3500,否,否,0.30,0
968,Totem_PoisonResist 3,图腾:抗毒 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,免疫中毒并小幅降低受到的毒属性伤害。,,1,1,6000,否,否,0.30,0
969,Totem_PoisonResist,图腾:抗毒 Ⅰ,3,Totem,Totem;DontDropOnDeadInSlot,降低受到的毒属性伤害。,,1,1,2000,否,否,0.30,0
970,Totem_SpaceResist 2,图腾:抗空间 Ⅱ,4,Totem,Totem;DontDropOnDeadInSlot,免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴，且最大生命值会降低。,,1,1,3500,否,否,0.30,0
971,Totem_SpaceResist 3,图腾:抗空间 Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴。,,1,1,6000,否,否,0.30,0
972,Totem_SpaceResist,图腾:抗空间 Ⅰ,3,Totem,Totem;DontDropOnDeadInSlot,降低受到的空间伤害。,,1,1,2000,否,否,0.30,0
973,FaceMask_Fly_Eye,蝇蝇眼镜,4,FaceMask,FaceMask;Equipment;Special;DecorateEquipment;Repairable,蝇蝇队戴着的眼镜，特殊的构造可以让他们更轻易地发现他们的食物。,,1,1,577,否,否,0.12,0
974,Totem_Efficiency 3,图腾:效率 Ⅲ,3,Totem,Totem;DontDropOnDeadInSlot,食物和医疗物品的效果提高。,,1,1,2000,否,否,0.30,0
975,Totem_Efficiency,图腾:效率 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,食物的效果提高。,,1,1,350,否,否,0.30,0
976,Totem_GunControl 2,图腾:控枪 Ⅱ,2,Totem,Totem;DontDropOnDeadInSlot,大幅降低枪械的散布。,,1,1,1000,否,否,0.30,0
977,Totem_GunControl 3_N,图腾:控枪 Ⅲ,999,Totem,Totem;DontDropOnDeadInSlot;Special,降低枪械的后坐力与散布。,,1,1,2000,否,否,0.30,0
978,Totem_GunControl,图腾:控枪 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,大幅降低枪械的后坐力。,,1,1,350,否,否,0.30,0
979,Totem_GunCritDamage 2,图腾:爆头 Ⅱ,3,Totem,Totem;DontDropOnDeadInSlot,大幅提高枪械的爆头伤害。,,1,1,100,否,否,0.30,0
980,Totem_GunCritDamage 3,图腾:爆头 Ⅲ,4,Totem,Totem;DontDropOnDeadInSlot,巨幅提高枪械的爆头伤害，但枪械的散布会增加。,,1,1,3500,否,否,0.30,0
981,Totem_GunCritDamage,图腾:爆头 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,提高枪械的爆头伤害。,,1,1,350,否,否,0.30,0
982,Totem_GunDistance 2,图腾:狙击 Ⅱ,2,Totem,Totem;DontDropOnDeadInSlot,大幅提高枪械射程。,,1,1,1000,否,否,0.30,0
983,Totem_GunDistance 3,图腾:狙击 Ⅲ,3,Totem,Totem;DontDropOnDeadInSlot,大幅提高枪械的射程与视野距离，但移动速度会略微下降。,,1,1,2000,否,否,0.30,0
984,Totem_GunDistance,图腾:狙击 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,大幅提高视野距离。,,1,1,350,否,否,0.30,0
985,Totem_MeleeAttack 3,图腾:战士 Ⅲ,4,Totem,Totem;DontDropOnDeadInSlot,大幅增加近战输出，但近战的暴击伤害会降低。,,1,1,3500,否,否,0.30,0
986,Totem_MeleeCritRate 2,图腾:狂战 Ⅱ,3,Totem,Totem;DontDropOnDeadInSlot,近战暴击概率大幅提高。,,1,1,2000,否,否,0.30,0
987,Totem_MeleeCritRate 3,图腾:狂战 Ⅲ,4,Totem,Totem;DontDropOnDeadInSlot,近战暴击概率极大幅提高，但近战伤害倍率降低。,,1,1,3500,否,否,0.30,0
988,Totem_MeleeCritRate,图腾:狂战 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,近战暴击概率提高。,,1,1,350,否,否,0.30,0
989,Totem_SenseRange 2,图腾:感知 Ⅱ,2,Totem,Totem;DontDropOnDeadInSlot,提高感知能力。,,1,1,1000,否,否,0.30,0
990,Totem_SenseRange 3,图腾:感知 Ⅲ,3,Totem,Totem;DontDropOnDeadInSlot,当前感知能力越强提升越多的感知能力。,,1,1,2000,否,否,0.30,0
991,Totem_SenseRange,图腾:感知 Ⅰ,1,Totem,Totem;DontDropOnDeadInSlot,小幅提高感知能力。,,1,1,350,否,否,0.30,0
992,Totem_Speed 3,图腾:轻盈Ⅲ,5,Totem,Totem;DontDropOnDeadInSlot,大幅提高移动速度，但会持续损失生命。,,1,1,6000,否,否,0.30,0
993,Totem_Speed,图腾:轻盈 Ⅰ,2,Totem,Totem;DontDropOnDeadInSlot,小幅增加移动能力。,,1,1,1000,否,否,0.30,0
994,Totem_Strong 2,图腾:健壮 Ⅱ,3,Totem,Totem;DontDropOnDeadInSlot,大幅增加背包容量。,,1,1,2000,否,否,0.30,0
995,Totem_Strong,图腾:健壮 Ⅰ,2,Totem,Totem;DontDropOnDeadInSlot,大幅提高负重能力。,,1,1,1000,否,否,0.30,0
996,Aritichoke,洋蓟,995,Crop,Crop,高端的食材，烹饪方法也不太普通。,,3,1,3847,是,否,0.18,0
997,Aubergine,茄子,992,Crop,Crop,请不要拿它做奇怪的事情。,,3,1,362,是,否,0.25,0
998,Banana,香蕉,992,Crop,Crop,可以快速补充能量。,,3,1,355,是,否,0.13,0
999,Cauliflower,花椰菜,993,Crop,Crop,热量很低，健身人士的最爱。,,3,1,1095,是,否,0.35,0
1000,Cherry,樱桃,995,Crop,Crop,红红的，很甜。,,3,1,3892,是,否,0.22,0
1001,Chilli,辣椒,993,Crop,Crop,看起来就相当辣。,,3,1,701,是,否,0.05,0
1002,Coconut,椰子,995,Crop,Crop,开个孔就能喝到清甜的椰子水。,,3,1,4574,是,否,0.90,0
1003,Corn,玉米,992,Crop,Crop,非常好的能量来源，很适合拿来当作主食。,,3,1,455,是,否,0.22,0
1004,Cucumber,黄瓜,992,Crop,Crop,清醒爽脆，是相当著名的负卡食物。,,3,1,335,是,否,0.18,0
1005,Garlic,大蒜,991,Crop,Crop,跟肉是绝配。,,3,1,150,是,否,0.06,0
1006,Grape,葡萄,993,Crop,Crop,很好吃，还能用来酿酒。,,3,1,850,是,否,0.35,0
1007,Leek,韭葱,995,Crop,Crop,长得很像大葱，但味道更柔和一些。,,3,1,3471,是,否,0.18,0
1008,Lemon,柠檬,994,Crop,Crop,很酸，但是没有它不能搭配的饮料。,,3,1,1764,是,否,0.06,0
1009,Mango,芒果,994,Crop,Crop,很甜，非常适合做成甜品。,,3,1,1832,是,否,0.25,0
1010,Onion,洋葱,991,Crop,Crop,一想到要切开它，眼泪就会不自主地流下来。,,3,1,192,是,否,0.18,0
1011,Orange,橙子,993,Crop,Crop,酸酸的，维生素含量很高。,,3,1,888,是,否,0.18,0
1012,Pear,梨,993,Crop,Crop,水分充足，听说还能润肺止咳。,,3,1,780,是,否,0.18,0
1013,Pineapple,菠萝,994,Crop,Crop,酸甜可口，但吃之前最好先用盐水浸泡一下。,,3,1,1999,是,否,0.40,0
1015,Starfruit,杨桃,995,Crop,Crop,切开之后是个漂亮的五角星。,,3,1,3835,是,否,0.25,0
1016,Strawberry,草莓,994,Crop,Crop,好看又好吃。,,3,1,2004,是,否,0.22,0
1017,Tomato,西红柿,991,Crop,Crop,非常万能的蔬菜，能做各种各样的料理，直接吃味道也相当不错。,,3,1,194,是,否,0.13,0
1018,Watermelon,西瓜,994,Crop,Crop,没有西瓜的夏天是不完整的。,,3,1,1986,是,否,1.60,0
1019,Seed_Apple,苹果的种子,992,Seed,Seed,能种出苹果。,,5,1,159,是,否,0.05,0
1020,Seed_Aritichoke,洋蓟的种子,995,Seed,Seed,能种出洋蓟。,,5,1,912,是,否,0.05,0
1021,Seed_Aubergine,茄子的种子,992,Seed,Seed,能种出茄子。,,5,1,168,是,否,0.05,0
1022,Seed_Banana,香蕉的种子,992,Seed,Seed,能种出香蕉。,,5,1,153,是,否,0.05,0
1023,Seed_Carrot,胡萝卜的种子,991,Seed,Seed,能种出胡萝卜。,,5,1,62,是,否,0.05,0
1024,Seed_Cauliflower,花椰菜的种子,993,Seed,Seed,能种出花椰菜。,,5,1,402,是,否,0.05,0
1025,Seed_Cherry,樱桃的种子,995,Seed,Seed,能种出樱桃。,,5,1,982,是,否,0.05,0
1026,Seed_Chilli,辣椒的种子,993,Seed,Seed,能种出辣椒。,,5,1,278,是,否,0.05,0
1027,Seed_Coconut,椰子的种子,995,Seed,Seed,能种出椰子。,,5,1,1129,是,否,0.05,0
1028,Seed_Corn,玉米的种子,992,Seed,Seed,能种出玉米。,,5,1,194,是,否,0.05,0
1029,Seed_Cucumber,黄瓜的种子,992,Seed,Seed,能种出黄瓜。,,5,1,153,是,否,0.05,0
1030,Seed_Garlic,大蒜的种子,991,Seed,Seed,能种出大蒜。,,5,1,75,是,否,0.05,0
1031,Seed_Grape,葡萄的种子,993,Seed,Seed,能种出葡萄。,,5,1,343,是,否,0.05,0
1032,Seed_Leek,韭葱的种子,995,Seed,Seed,能种出韭葱。,,5,1,858,是,否,0.05,0
1033,Seed_Lemon,柠檬的种子,994,Seed,Seed,能种出柠檬。,,5,1,533,是,否,0.05,0
1034,Seed_Mango,芒果的种子,994,Seed,Seed,能种出芒果。,,5,1,571,是,否,0.05,0
1035,Seed_Onion,洋葱的种子,991,Seed,Seed,能种出洋葱。,,5,1,103,是,否,0.05,0
1036,Seed_Orange,橙子的种子,993,Seed,Seed,能种出橙子。,,5,1,355,是,否,0.05,0
1037,Seed_Pear,梨的种子,993,Seed,Seed,能种出梨。,,5,1,303,是,否,0.05,0
1038,Seed_Pineapple,菠萝的种子,994,Seed,Seed,能种出菠萝。,,5,1,629,是,否,0.05,0
1039,Seed_Potato,土豆的种子,991,Seed,Seed,能种出土豆。,,5,1,114,是,否,0.05,0
1040,Seed_Pumpkin,南瓜的种子,993,Seed,Seed,能种出南瓜。,,5,1,310,是,否,0.05,0
1041,Seed_Starfruit,杨桃的种子,995,Seed,Seed,能种出杨桃。,,5,1,965,是,否,0.05,0
1042,Seed_Strawberry,草莓的种子,994,Seed,Seed,能种出草莓。,,5,1,608,是,否,0.05,0
1043,Seed_Tomato,西红柿的种子,991,Seed,Seed,能种出西红柿。,,5,1,95,是,否,0.05,0
1044,Seed_Watermelon,西瓜的种子,994,Seed,Seed,能种出西瓜。,,5,1,660,是,否,0.05,0
1045,Key_GroundZero_NavigationBoss,保险箱钥匙,2,SpecialKey,SpecialKey;Key;Special,打开零号区某处保险箱的钥匙。,,1,1,768,否,否,0.20,5
1046,Quest_DefenceShield,防御力场发生器,6,Quest,Quest,能够产生高能防御力场，用于解决星际航行中的那些太空垃圾的威胁。,,1,1,5000,否,否,8.60,0
1047,Quest_DeliverBox_DestoryOnBase_881,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,1.68,0
1048,Quest_DeliverBox_DestoryOnBase_882,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,5.50,0
1049,Quest_DeliverBox_DestoryOnBase_883,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,3.30,0
1050,Quest_DeliverBox_DestoryOnBase_884,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,10.00,0
1051,Quest_DeliverBox_DestoryOnBase_885,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,2.50,0
1052,Quest_DeliverBox_DestoryOnBase_886,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,8.00,0
1053,Quest_DeliverBox_DestoryOnBase_885_2,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,2.00,0
1054,Quest_DeliverBox_DestoryOnBase_887,快递,3,Quest,Quest;DestroyInBase,赶紧送到收货人那！可别带回基地了！,,1,1,1,否,否,8.00,0
1055,AR_AK47_Quest,特制AK47,999,Weapon,Weapon;Gun;GunType_AR;Repairable;DestroyInBase,特制的AK47，无法带回基地。,AR,1,1,1,否,否,4.30,120
1056,AR_AUGA3_Quest,特制StG 77A3,999,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,特制的StG 77A3，无法带回基地。,AR,1,1,1,否,否,3.70,100
1057,BR_M14_Quest,特制M14,999,Weapon,Weapon;Gun;GunType_BR;Western;Repairable;LockInDemo,特制的M14，无法带回基地。,BR,1,1,1,否,否,4.75,100
1058,PST_Glick_Quest,特制格力克,999,Weapon,Weapon;Gun;GunType_PST;Western;Repairable;DestroyInBase,特制的格力克，无法带回基地。,SMG,1,1,1,否,否,0.65,100
1059,SHT_MP155_Quest,特制MP-155,999,Weapon,Weapon;Gun;GunType_SHT;Repairable,特制的MP-155，无法带回基地。,SHT,1,1,1,否,否,3.80,100
1060,SMG_SR3M_Quest,特制SR-3M,999,Weapon,Weapon;Gun;GunType_SMG;Repairable;LockInDemo,特制的SR-3M，无法带回基地。,SMG,1,1,1,否,否,2.70,100
1061,Sniper_Mosin_Quest,特制Mosin-Nagant,999,Weapon,Weapon;Gun;GunType_SNP;Repairable,特制的莫辛纳甘，无法带回基地。,SNP,1,1,1,否,否,3.92,100
1062,Quest_Letter_StudentList,毕业生名单,2,Quest,Quest,这所学校的毕业生名单。,,1,1,1,否,否,0.10,0
1063,Key_Farm_HeadMasterRoom,校长室钥匙,4,Key,Key,农场镇学校校长室的钥匙。,,1,1,136,否,否,0.20,0
1064,Quest_NBDetergent,特种洁厕灵,1,Quest,Quest,使用了特殊配方，洗厕所特别干净。,,1,1,1,否,否,0.53,0
1065,Quest_Farm_SpecialDrugs_1,腿疼特效药,1,Quest,Quest,可以治疗腿疼的特效药，看成分好像就是钙片。,,1,1,50,否,否,0.21,0
1066,Quest_Farm_SpecialDrugs_2,手疼特效药,1,Quest,Quest,可以治疗手指尖疼的靶向药，但除了这个，标签上什么都没写。,,1,1,50,否,否,0.21,0
1067,Quest_Farm_SpecialDrugs_3,头疼特效药,1,Quest,Quest,对头疼特别有效的药，反正标签上是这么写的。,,1,1,50,否,否,0.21,0
1068,Quest_Farm_SpecialDrugs_4,特效止疼药,1,Quest,Quest,止疼的特效药，吃下去不只是疼，可以说所有感觉都会失去。,,1,1,50,否,否,0.21,0
1069,Quest_Farm_SpecialDrugs_5,强效蛋白粉,1,Quest,Quest,双倍吸收力的蛋白粉，说明书上这么写的。,,1,1,50,否,否,0.21,0
1070,Injection_FireResist,火抗性针,3,Injector,Injector;Medic,一段时间内受到的火属性伤害降低。,,3,1,648,是,是,0.19,0
1071,Injection_PoisonResist,毒抗性针,3,Injector,Injector;Medic,一段时间内受到的毒属性伤害降低。,,3,1,648,是,是,0.19,0
1072,Injection_SpaceResist,空间抗性针,3,Injector,Injector;Medic,一段时间内受到的空间属性伤害降低，但无法抵御空间风暴。,,3,1,648,是,是,0.19,0
